timestamp,nombre_vino,url,precio_eur,posicion,session_id,bodega,region,año,rating,num_reviews,categoria_calidad,tipo_vino
2025-07-16 10:29:33,"Herència AltésLa Xalamera 2017Terra Alta, EspañaGood Value4,139 valoraciones27,90 €",https://www.vivino.com/herencia-altes-la-xalamera-terra-alta/w/6170276?year=2017&price_id=20922078,27.9,1,20250716_102933,Herència,España,2017,4.13,139,Good Value,
2025-07-16 10:29:33,"Viñas del VeroSecastilla 2016Somontano, EspañaCosecha más antigua disponible4,151 valoraciones33,90 €",https://www.vivino.com/vinas-del-vero-secastilla/w/1158235?year=2016&price_id=25421069,33.9,2,20250716_102933,Viñas,España,2016,4.15,151,Cosecha más antigua,
2025-07-16 10:29:33,"AltavinsVinerel.Les Garnatxa Peluda 2023Terra Alta, EspañaGood Value4,146 valoraciones22,25 €",https://www.vivino.com/altavins-vinerel-les-garnatxa-peluda/w/11471752?year=2023&price_id=39308500,22.25,3,20250716_102933,AltavinsVinerel.Les,España,2023,4.14,146,Good Value,
2025-07-16 10:29:33,"Cuevas de AromOS Cantals 2021Campo de Borja, EspañaGood Value4,1427 valoraciones42,21 €",https://www.vivino.com/cuevas-de-arom-os-cantals/w/5796944?year=2021&price_id=34502822,42.21,4,20250716_102933,Cuevas,España,2021,4.142,1427,Good Value,
2025-07-16 10:29:33,"Bodegas AtecaAtteca Garnacha (Old Vines) 2020Calatayud, EspañaGreat Value4,1608 valoraciones14,46 €",https://www.vivino.com/bodegas-ateca-atteca-garnacha-old-vines/w/1183710?year=2020&price_id=38449392,14.46,5,20250716_102933,Bodegas,España,2020,4.16,1608,Great Value,
2025-07-16 10:29:33,"Soto y ManriqueAlto de la Estrella 2021Castilla y León, España4,1118 valoraciones32 €",https://www.vivino.com/soto-y-manrique-alto-de-la-estrella/w/9110384?year=2021&price_id=38500087,32.0,6,20250716_102933,Soto,España,2021,4.111,1118,,
2025-07-16 10:29:33,"BrecaGarnacha 2021Calatayud, EspañaGreat Value4,182 valoraciones14,10 €",https://www.vivino.com/breca-garnacha-calatayud/w/1370945?year=2021&price_id=38561559,14.1,7,20250716_102933,BrecaGarnacha,España,2021,4.18,182,Great Value,
2025-07-16 10:29:33,"Vinyes TortugaHunky Dory 2019Cataluña, EspañaGood Value4,188 valoraciones43,95 €",https://www.vivino.com/vinyes-tortuga-hunky-dory/w/7450443?year=2019&price_id=33825942,43.95,8,20250716_102933,Vinyes,España,2019,4.18,188,Good Value,
2025-07-16 10:29:33,"Bodegas Paco MuleroGarnacha 2021Calatayud, EspañaGreat Value4,191 valoraciones10,90 €",https://www.vivino.com/bodegas-paco-mulero-garnacha/w/8995715?year=2021&price_id=35422551,10.9,9,20250716_102933,Bodegas,España,2021,4.19,191,Great Value,
2025-07-16 10:29:33,"ParticularGarnacha Viñas Centenarias 2022Cariñena, EspañaGreat Value4,12548 valoraciones14,80 €",https://www.vivino.com/particular-es-garnacha-vinas-centenarias/w/2338003?year=2022&price_id=38799328,14.8,10,20250716_102933,ParticularGarnacha,España,2022,4.1254,12548,Great Value,
2025-07-16 10:29:33,"Gil PejenauteTabuca 2023Campo de Borja, EspañaGreat Value4,1318 valoraciones20,50 €",https://www.vivino.com/gil-pejenaute-tabuca/w/10428248?year=2023&price_id=39171060,20.5,11,20250716_102933,,España,2023,4.131,1318,Great Value,
2025-07-16 10:29:33,"Terra RemotaCamino 2021Empordà, España  4,1147 valoraciones38,80 €",https://www.vivino.com/terra-remota-camino/w/1222476?year=2021&price_id=38859603,38.8,12,20250716_102933,Terra,España,2021,4.114,1147,,
2025-07-16 10:29:33,"Vinos DivertidosCamino A Pardos Garnacha Viñas Viejas 80 Old Vines 2022Calatayud, EspañaGreat Value4,1384 valoraciones12,90 €",https://www.vivino.com/vinos-divertidos-camino-a-pardos-garnacha-vinas-viejas-80-old-vines/w/9894859?year=2022&price_id=39306606,12.9,13,20250716_102933,Vinos,España,2022,4.138,1384,Great Value,
2025-07-16 10:29:33,"Pagos del MoncayoPrados Colección Garnacha 2021Campo de Borja, EspañaGreat Value4,1181 valoraciones14,90 €",https://www.vivino.com/pagos-del-moncayo-prados-coleccion-garnacha/w/5409799?year=2021&price_id=34084953,14.9,14,20250716_102933,Pagos,España,2021,4.118,1181,Great Value,
2025-07-16 10:29:33,"Carlos RubenAntonio Antonia 2017Aragón, EspañaGood Value4,158 valoraciones24,95 €",https://www.vivino.com/carlos-ruben-antonio-antonia/w/7256945?year=2017&price_id=27201047,24.95,15,20250716_102933,Carlos,España,2017,4.15,158,Good Value,
2025-07-16 10:29:33,"Proyecto Garnachas de EspañaLa Garnacha Perdida 2019Aragón, EspañaGood Value4,1333 valoraciones22,75 €",https://www.vivino.com/proyecto-garnachas-de-espana-la-garnacha-perdida/w/5296470?year=2019&price_id=27445400,22.75,16,20250716_102933,Proyecto,España,2019,4.133,1333,Good Value,
2025-07-16 10:29:33,"Viña ZorzalLa Peli 2022Navarra, España  4,171 valoraciones34,90 €",https://www.vivino.com/vina-zorzal-la-peli/w/8784103?year=2022&price_id=36953388,34.9,17,20250716_102933,Viña,España,2022,4.17,171,,
